corp_code,stock_code,corp_name
01276947,00000 ,블루드림제십육차
01041873,00000 ,뉴비케이건설
01248810,00000 ,에스엠아이
01239344,00000 ,하이판교제일차
00451204,00000 ,산리츠코리아
01011623,00000 ,뉴살라시아제이차
01233289,00000 ,윌엔터테인먼트
01261316,00000 ,반석공조시스템
00415488,00000 ,창안필마트
01304985,00000 ,현대지게차서울동부판매
01291955,00000 ,비엘한국
01216291,00000 ,영무건설산업
00650540,00000 ,청라국제업무타운
00620691,00000 ,승화프랜트산업
00669812,00000 ,현대산기
00349024,00000 ,맥슨씨아이씨
01158289,00000 ,에이블청량제일차
01180473,00000 ,한솔산업개발
01175286,00000 ,해운대에스지
00320870,00000 ,풍국
00967927,00000 ,아이비케이퍼스트제일차
01147663,00000 ,케이앤알산업개발
00309576,00000 ,더워런티그룹코리아
01076745,00000 ,라인씨앤아이
00412320,00000 ,롯데디에프글로벌
01236019,00000 ,와이지이
01159118,00000 ,금상숲
01178414,00000 ,유코퍼레이션투자목적회사
00381710,00000 ,메가메디칼
01107212,00000 ,스틸플로워
01275814,00000 ,블랑코우노
00968014,00000 ,코어자산관리대부
01275823,00000 ,엔에스백석
01299124,00000 ,엠씨케이로지스
01299133,00000 ,제이케이에프
00570943,00000 ,위즈덤에프에이치
00868158,00000 ,성림공업
01151639,00000 ,대유서비스
01124228,00000 ,제이스씨제삼차
01173084,00000 ,비바크코리아
01220957,00000 ,여의헌
00820316,00000 ,맥스포
01225873,00000 ,코너스톤알이에이엠
01176559,00000 ,그린월드
01311745,00000 ,세안피씨
01213869,00000 ,DS산업
01195387,00000 ,기은센아이비제십사차
00576187,00000 ,금강비스타
00976262,00000 ,삼신기계
01170379,00000 ,에스케이티엔지니어링
01270989,00000 ,진주지산제일차
01218174,00000 ,세토기획
00640631,00000 ,프리즘
01304170,00000 ,영현
01255847,00000 ,태승씨엔씨
01133989,00000 ,이엠시티
01155565,00000 ,미도힐스
01214707,00000 ,광장투자개발
01225536,00000 ,굿챈스제사차
01306895,00000 ,한국산업가스홀딩스
01225554,00000 ,아이씨에프씨
01155796,00000 ,이원캐피탈대부
00494519,00000 ,진안산업
01152072,00000 ,제우건설
01257827,00000 ,엠지산업개발
01250000,00000 ,아그레코코리아
01150728,00000 ,모다천안제일차
01293449,00000 ,에이치앤에프컴퍼니
01233702,00000 ,지앤플러스
01029011,00000 ,새미홀딩스
01207008,00000 ,서정디엔씨
01293050,00000 ,피델리스원
01138920,00000 ,테디베어사파리
01140174,00000 ,퍼스트유
00464192,00000 ,유비오션
01173507,00000 ,신원주택
01301696,00000 ,미페이스
01305294,00000 ,비에이치글로벌
00973751,00000 ,덕원밸브
01311648,00000 ,유플러스엘티이제삼십구차유동화전문유한회사
00503589,00000 ,디에이치일렉트로닉스
01301544,00000 ,웰니스이노베이션
01075728,00000 ,케이제이코리아
01311897,00000 ,하버
00691705,00000 ,에이치에스
01212116,00000 ,경도이엔씨
00638405,00000 ,홍구산업
01299355,00000 ,블레스
01159039,00000 ,대진통상
00658524,00000 ,인천에듀피아
01175064,00000 ,에스알코퍼레이션
01031487,00000 ,보스텍
01287536,00000 ,세봉
01311462,00000 ,큐브이엠제사차
01211162,00000 ,마케팅이즈
01173400,00000 ,트라이랜드엔터프라이즈
01311611,00000 ,부원산업개발
00762766,00000 ,트랜스포트메가라인
01310676,00000 ,탑스산업
01312009,00000 ,에이치디씨부동산콘텐츠
01084221,00000 ,엠에이디더블유엘씨피
01276637,00000 ,유논현
01270794,00000 ,제이제이플러스제일차
01308796,00000 ,한국아이티티캐논
01272932,00000 ,엠와이이모션
00970842,00000 ,대합하이퍼텍
00367701,00000 ,텔리언
01079566,00000 ,영진실업
01308918,00000 ,피터인더스트리얼솔루션
01298709,00000 ,엑스텐투자
00563712,00000 ,디에스아이브이
01311347,00000 ,르호봇비즈니스인큐베이터
01103924,00000 ,테크센
00923242,00000 ,오션어스
01140086,00000 ,크렌시아
00623643,00000 ,인아건설
01304198,00000 ,에스드림제육차
01292219,00000 ,영진건설
01210738,00000 ,대아수지공업
01298082,00000 ,레푸인터내셔널
01272899,00000 ,와이와이지제이차
01141915,00000 ,장영건설
00129590,00000 ,상미식품지주
00653176,00000 ,디시네마오브코리아
01269017,00000 ,아이플레이
01232581,00000 ,디엠홀딩스
00876290,00000 ,디에이치컨설팅
00630360,00000 ,태전삼호제일차
01303904,00000 ,센토피아제일차
01300855,00000 ,주)파인힐
00245357,00000 ,송원산업
01229754,00000 ,블루아일랜드
01084708,00000 ,대산열병합발전
01167995,00000 ,써니금융제사차
01282027,00000 ,에이원스완
00486024,00000 ,정원속궁전
01310719,00000 ,에이치에스디앤씨
01298666,00000 ,프로피트
01260946,00000 ,제이제이빌드업
00971638,00000 ,아네스티
00455538,00000 ,플랙트우즈코리아
00544902,00000 ,티시스
00927725,00000 ,동리원비나코리아
01304055,00000 ,씨케이비제삼차
01304064,00000 ,씨케이비제오차
01202021,00000 ,트라메스홀딩스
01258066,00000 ,산과들종합개발
00869184,00000 ,일신상선
00891615,00000 ,고려로지텍
00497215,00000 ,에치에프알
01292477,00000 ,전농개발
00550347,00000 ,에스대우벽지
01259870,00000 ,한화에스앤씨
00515283,00000 ,한마음금융
01151833,00000 ,해피투모로우제이십차
01147733,00000 ,그로쓰파트너
01150719,00000 ,케이디피피제일차
00809890,00000 ,아일랜드조이
01133493,00000 ,위례피에프브이
00910859,00000 ,태백가야랜드
01033768,00000 ,메이헤른제오차
01299674,00000 ,대보개발
00928061,00000 ,케이지로지스
01088388,00000 ,경일글로벌로지스틱스
01178973,00000 ,진성건설
01220753,00000 ,대평건설
00529985,00000 ,용산밸리
00560557,00000 ,에스디오
01134641,00000 ,장앤정
01161502,00000 ,레몬엔터테인먼트
01304240,00000 ,팬스타제일차유동화
01287970,00000 ,하이원텍
01216079,00000 ,레보스파크
00932408,00000 ,길조
01151763,00000 ,대호커뮤니케이션
01304790,00000 ,일신피티에프이공업
01242029,00000 ,엘디대구제일차
00625605,00000 ,씨에스티
00837769,00000 ,머큐리아이앤디
01301234,00000 ,국제디앤씨
00881353,00000 ,에스엠씨테크
01172553,00000 ,코월드홀딩스
01305717,00000 ,에스제이와이
01299081,00000 ,종합예선서비스
01285893,00000 ,고려정밀
01308352,00000 ,성원오토메이션
01225262,00000 ,에스제이건설
00562166,00000 ,광우메딕스
01113116,00000 ,골든에이지인베스트
01255227,00000 ,비지니스호텔뉴타운
01310588,00000 ,포시즌
01303834,00000 ,랜드씨
01309342,00000 ,타이거드래곤제일차
00940850,00000 ,호림하우징
01303694,00000 ,지세븐홀딩스
01291760,00000 ,웰프랜드
01159206,00000 ,알케이글로벌
01272570,00000 ,줌인포테크
00610676,00000 ,에이스인티그레이션
00565543,00000 ,엠토스
01027633,00000 ,평창개발
01015744,00000 ,대림케어
01296677,00000 ,지에이리조트
01300235,00000 ,다인패션
00441137,00000 ,씨엔아이개발
01309883,00000 ,메이크올
01100237,00000 ,지안
01155468,00000 ,뉴엔씨제오차
00872577,00000 ,창운
01308015,00000 ,헤리스개발
01176708,00000 ,아이밸리
01145683,00000 ,하나스톤제일차
00247577,00000 ,퍼시픽랜드
01292103,00000 ,관우물산
01120000,00000 ,농업회사법인메가바이오
00875149,00000 ,울산에스코
01230732,00000 ,에이제이테크
01311231,00000 ,UniversitiesSuperannuationSchemeLimited
01088582,00000 ,월드스타
01038514,00000 ,옐로트래블
00445300,00000 ,풍림피앤피지주
01293078,00000 ,농업회사법인그린친환경
01171369,00000 ,플러스부곡개발
01045806,00000 ,삼본정밀전자홀딩스투자목적회사
01020490,00000 ,송도리테일피에프브이
01159260,00000 ,팔경개발
00763950,00000 ,농업회사법인한두레농산
00937883,00000 ,아쿠아트랜스
01257766,00000 ,새롬디앤씨
01138498,00000 ,씨와이개발
01053407,00000 ,블루에이치제일차
01086900,00000 ,블루에이치제이차
01252886,00000 ,골든브릿지
00656605,00000 ,삼정종합건설
00960571,00000 ,미쉘인터내셔날
00526508,00000 ,디앤제이주택건설
01306008,00000 ,삼정오디세이
01290266,00000 ,신안스텐
01300457,00000 ,우리시스템
01086089,00000 ,스타스톤디앤씨
01169461,00000 ,반도메딕스
01302932,00000 ,와이엠씨엔터테인먼트
00952378,00000 ,두리포장산업
01100246,00000 ,일번지빌딩
00924436,00000 ,보람상조리더스
01140581,00000 ,케이디도시개발
01228339,00000 ,금광
00627506,00000 ,범서산업개발
00812317,00000 ,나투라개발
00109462,00000 ,대동주택
01291672,00000 ,가은종합건설
01027581,00000 ,후상
01255254,00000 ,라온엠타워
01286227,00000 ,포엠솔루텍
01073508,00000 ,해금개발
00919540,00000 ,라온토건
01225068,00000 ,태평소금
00823058,00000 ,캠코선박운용
01234640,00000 ,이엠토건
00530802,00000 ,성대유통
00136800,00000 ,에쓰브이씨
01078211,00000 ,제이아이리더스
01079131,00000 ,에핏라이트
01291283,00000 ,유진에스비홀딩스
01311514,00000 ,비욘드플랫폼서비스
01232624,00000 ,주성건축
01309935,00000 ,동원티엘에스
01253317,00000 ,신성피팅
01142871,00000 ,신성씨앤비
00962603,00000 ,오글랜드시스템코리아
01287095,00000 ,그림같은집
01199879,00000 ,한국선박해양
01076170,00000 ,태산대부
00336525,00000 ,리얼네트웍스아시아퍼시픽
01091179,00000 ,이에셋투자개발
01259889,00000 ,승진개발
01134270,00000 ,카이트제팔호위탁관리부동산투자회사
01270758,00000 ,비전플러스제일차
01091726,00000 ,성지티앤엠
01301942,00000 ,창조개발
01226678,00000 ,알루마켓
00927318,00000 ,예당산업단지개발
00603232,00000 ,지오디벨로퍼
01079104,00000 ,하이포스
01221868,00000 ,남성
01144222,00000 ,디케이씨앤디
01220300,00000 ,사평
01152498,00000 ,에스엠에이솔루션홀딩스
00965345,00000 ,신우지엠티
00833921,00000 ,디앤디시티
01246052,00000 ,일드업제십구차
00929060,00000 ,오리온엔지니어드카본즈코리아
00927080,00000 ,신동성
01144453,00000 ,청하개발
00612373,00000 ,대명산업
00640640,00000 ,유니버스하우징
01230246,00000 ,비체씨앤씨
00893172,00000 ,모다아울렛
01251188,00000 ,디자인웰
01215238,00000 ,셀럽시티
01087875,00000 ,동탄2원주민상가개발
01203279,00000 ,송도제삼차
01074543,00000 ,월영주상복합
01253274,00000 ,신성개발
00878021,00000 ,콘티넨탈오토모티브코포레이션코리아
01243198,00000 ,키스에스에프제삼차
00366012,00000 ,세일기술
00766957,00000 ,태경중공업
00415479,00000 ,코스모타워
00121589,00000 ,문창수산
01150551,00000 ,영암이에스에스
01101218,00000 ,선샤인
00977368,00000 ,신광산업
00974024,00000 ,본성
01139646,00000 ,윙브릿지아이앤디
01203330,00000 ,엠에스송도제이차
00610287,00000 ,에이디텍
01081482,00000 ,엘앤티
01027855,00000 ,해인상선
01287855,00000 ,홍익기술
01212107,00000 ,대경씨앤디
01310153,00000 ,디섹마린2호
01092309,00000 ,한국해양보증보험
00965141,00000 ,이아이라이팅
01300129,00000 ,대건대건
01217582,00000 ,유원컴텍
00415910,00000 ,엠엘씨월드카고
01246609,00000 ,해보참치
00574648,00000 ,쇼핑엔티
01103696,00000 ,대교마트
01164420,00000 ,더블유투자금융
00529408,00000 ,다리인터내셔날
01227525,00000 ,진홍개발
01296659,00000 ,창원자동차학원
00152473,00000 ,코닉스
01044560,00000 ,코리아초선
00766090,00000 ,센트랄엘티에스
01305805,00000 ,도요잉크코리아
01231041,00000 ,엘리시아제육차
00940452,00000 ,한국로투스
01276600,00000 ,에스지푸드홀딩스
01240845,00000 ,레이크펄
00864356,00000 ,명성텍스
01261149,00000 ,유정개발
00654591,00000 ,에이케이아이에스
00865124,00000 ,리로디드스튜디오
00964638,00000 ,케이.엠.피이
00812511,00000 ,트리코인베스트먼트
00877110,00000 ,스타링크
00974167,00000 ,아이머큐리
01228861,00000 ,나무와사람들
01220601,00000 ,스토바씨앤디
01026485,00000 ,로얄코리아
00144863,00000 ,유전자원농업회사법인
00811451,00000 ,골드마인홀딩스
01309467,00000 ,에스티캐피탈
01211065,00000 ,유경
01081738,00000 ,파올
01291405,00000 ,신우산업개발
00808651,00000 ,마이크로인피니티
01228913,00000 ,세원산업개발
00784847,00000 ,래안디앤씨
01176151,00000 ,에스컨벤션
00145808,00000 ,제일종축농업회사법인
00533614,00000 ,보람농업회사법인
00569521,00000 ,글로스타
01029446,00000 ,오송도시개발
00820592,00000 ,미엔지에셋
01232943,00000 ,더블유닛
01010907,00000 ,위즈켐
01304718,00000 ,나래주택건설
01228968,00000 ,세원아이씨티
01232712,00000 ,한빛씨앤씨
01230556,00000 ,하나스톤제오차
01304505,00000 ,코리아크래프트비어
01011571,00000 ,지멕스
01317226,00000 ,피에스제이베스트
01321478,00000 ,디비아테네제구차
01322893,00000 ,GOETFSolutionsLLP
01324420,00000 ,디브이송산일차
01186918,00000 ,피엔지플랜트
01332225,00000 ,예일레미콘
00461830,00000 ,SPP조선
01220197,00000 ,현대텍
01320682,00000 ,한국브이엔시스템즈
01331402,00000 ,금강중공업
00868103,00000 ,파인스톤리조트
01186176,00000 ,굿스탠스제일차
01314502,00000 ,리치월드제1차
00986667,00000 ,메이헤른제일차
01186167,00000 ,비디에스에프제구차
01314450,00000 ,에스하모니제1차
01314548,00000 ,에스하모니제2차
01150597,00000 ,샤이닝스톤청당
01326242,00000 ,유제니우스제사차유동화전문유한회사
01122424,00000 ,하이파이낸스제이차
00480233,00000 ,파디글스
01327029,00000 ,주안
01319905,00000 ,제이드림제4차
01319923,00000 ,메이저리스
01319932,00000 ,에스하모니제3차
01319914,00000 ,엠제이제2차
01255865,00000 ,두연건설
01071555,00000 ,한빛이앤디
01331059,00000 ,ArtemisInvestmentManagementLLP
01329203,00000 ,교우산업
01330740,00000 ,한강케이씨
01330980,00000 ,한국단자부품
01236684,00000 ,하나위례제일차
01240298,00000 ,에스에스제일차
01324059,00000 ,케이알쓰리
01329072,00000 ,달해
01331439,00000 ,얼리언
01333668,00000 ,주성인터내셔널
01333880,00000 ,쿠프컴퍼니
01328763,00000 ,머스트가경
01313257,00000 ,머스트학익제일차
01328860,00000 ,씨제이랜드마크제이차
01328851,00000 ,씨제이랜드마크제일차
01328833,00000 ,베스트가경
01227118,00000 ,세종앤파트너스
01326747,00000 ,뉴스타유나이티드제일차
01326765,00000 ,헤라클레스제이차
01330290,00000 ,크리스탈바이오
01328152,00000 ,동양자동차부품판매
01232271,00000 ,에이치씨엠인베스트먼트
01330704,00000 ,코디아이
00442251,00000 ,씨앤피라이너스
01313433,00000 ,고베하우스
01313521,00000 ,나노포라
01326817,00000 ,진영도기
01272668,00000 ,에이블강릉송정
01314423,00000 ,엠제이제1차
01255953,00000 ,와이케이에스더블유제이차
01314432,00000 ,제이드림제1차
01314441,00000 ,제이드림제3차
01314557,00000 ,케이뉴스타트제이차
01314380,00000 ,케이희망제9차
01314399,00000 ,케이희망제11차
01314405,00000 ,케이희망제12차
01325377,00000 ,티월드제이십팔차유동화전문유한회사
01325386,00000 ,제이비우리캐피탈오토제십구차유동화전문유한회사
01325410,00000 ,이에스밸류
01249509,00000 ,엘오지제일차
01315617,00000 ,엘엠아이제일차
01315626,00000 ,엘엠아이제이차
01115761,00000 ,솔루션영종제삼차
01115752,00000 ,솔루션영종제이차
01115743,00000 ,솔루션영종제일차
01115734,00000 ,온더클라우드
00977526,00000 ,뉴스타미래제일차
01328541,00000 ,신동양
01329179,00000 ,바이탈코어
01328073,00000 ,성민산업개발
01327366,00000 ,에스앤엘
01263208,00000 ,에이블에이치에스제이차
01240678,00000 ,엠엔씨마루
01267028,00000 ,에이원메타
01319224,00000 ,성우
01185061,00000 ,하나피노키오제일차
01138744,00000 ,선경회계법인
01317174,00000 ,아이파트너스자산운용
01110030,00000 ,단동동파(그룹)주식유한공사
01243091,00000 ,핀스프링제일차
01261307,00000 ,에이블비전제일차
01319880,00000 ,케이비에이치파트너스
01325182,00000 ,하이포레버제오차
01325173,00000 ,하이포레버제이차
01277964,00000 ,디비익스프레스
01246724,00000 ,키스아이비플러스제십삼차
01246706,00000 ,하이투게더제육차
01122187,00000 ,하이파이낸스제일차
01141641,00000 ,미래투자파트너스
01144514,00000 ,알폼스
01282887,00000 ,글로벌솔루션제사차
01282878,00000 ,글로벌솔루션제삼차
01316777,00000 ,화인에스이
01282896,00000 ,글로벌솔루션제오차
01282869,00000 ,글로벌솔루션제이차
01282850,00000 ,글로벌솔루션제일차
01205815,00000 ,하이텍코리아
01253140,00000 ,지우회계법인
00997229,00000 ,코오롱베니트제일차
01184415,00000 ,제이케이디제일차
01221433,00000 ,하이클랜제육차
01325809,00000 ,폴라리스제일차
01332951,00000 ,뉴트리니티성본제삼차
01031140,00000 ,바빌론
01283789,00000 ,미래에셋글로벌유니콘사모투자
01327472,00000 ,엠앤엠파이낸스대부
01282203,00000 ,골든브릿지이안제1호기업인수목적
01316713,00000 ,제이비더블유제이차유동화전문유한회사
01187421,00000 ,와이비가산
01305115,00000 ,레시아제사차
01305106,00000 ,레시아제삼차
01324615,00000 ,오딘제10차
00820732,00000 ,하이비건설
01135914,00000 ,하이에티에어일호
01257508,00000 ,코너스톤씨앤씨
01285042,00000 ,샤인브라이트제일차
01324952,00000 ,하트잇
01326668,00000 ,디앤케이코리아
01313284,00000 ,큐브이엠제삼차
01313275,00000 ,큐브이엠제일차
00600794,00000 ,동양레미콘
00842381,00000 ,동양홀딩스
00111917,00000 ,대원건설산업
01315219,00000 ,평원건설
01157022,00000 ,아이비디와이제일차
01110429,00000 ,하나에메랄드1호
01317475,00000 ,오시리아테마제일차
01319570,00000 ,다크미르
01206869,00000 ,하이클랜제십차
01321627,00000 ,넥스젠아이앤씨
01153026,00000 ,디엠베스트제이차
01238947,00000 ,비케이배곧제이차
01254370,00000 ,와이비동탄
01017070,00000 ,미래자산개발
01324846,00000 ,뉴트리니티성본제이차
01247972,00000 ,리암제일차
01184406,00000 ,세운아이비제칠차
01184372,00000 ,세운아이비제사차
01184381,00000 ,세운아이비제오차
01184345,00000 ,세운아이비제일차
01184354,00000 ,세운아이비제이차
01184363,00000 ,세운아이비제삼차
01184390,00000 ,세운아이비제육차
01330351,00000 ,이에스알텍
01330786,00000 ,금강디벨로퍼
01327223,00000 ,장암개발
01331280,00000 ,이에프건설
01331703,00000 ,재경렌트카
01216839,00000 ,파트너
01313567,00000 ,울릉추산용천수먹는샘물개발추진
01313585,00000 ,JAHCTechnicalConsultingPTE.LTD.
01317785,00000 ,프렌드투자파트너스
01317800,00000 ,브랜드케이청년창조기술금융사모투자
01071430,00000 ,에스비제일차
01036172,00000 ,이레
01325562,00000 ,유에스제구차유동화전문유한회사
01325322,00000 ,케이브이삼호투자
01325571,00000 ,릭소인덱스펀드
01325632,00000 ,세영식품
01166570,00000 ,큐씨피제이비기술가치평가사모투자전문회사
01286139,00000 ,대명이십일레져
01324819,00000 ,레버런트파트너스
01318623,00000 ,에릭바이오파밍
01235445,00000 ,개봉뉴스테이제삼차
01319376,00000 ,파워켐
00937908,00000 ,에스이스포츠
01319428,00000 ,이큐그린제이차
01319437,00000 ,이큐그린제삼차
01272419,00000 ,고이스트제일차
01110623,00000 ,영광산단프로젝트
01320354,00000 ,티에이치케이제사차
01321663,00000 ,엠앤엠송림초임대주택유동화전문유한회사
01286856,00000 ,에이치디역
01316801,00000 ,유비제십차유동화전문유한회사
01238929,00000 ,와이케이에듀
01316829,00000 ,엠디비제십차유동화전문유한회사
01254158,00000 ,지피메트로제사차
01314894,00000 ,하이레전드제십구차
01080067,00000 ,엣지아이앤디
01021055,00000 ,대림
01313549,00000 ,뉴스타중부
01330573,00000 ,해양패밀리
01035207,00000 ,아메티스트제일차
01207460,00000 ,아이리스제사차
01010448,00000 ,아이비케이파트너스제이차
01098783,00000 ,알리스타제이차
01239672,00000 ,엘리시아제칠차
01328240,00000 ,디에스티
01159516,00000 ,라메종
01040421,00000 ,AmundiLuxembourgS.A.
01232147,00000 ,케이씨에이도이탁드릴링코리아
01313594,00000 ,동광
01166695,00000 ,알앤비컨설팅
00858586,00000 ,에프앤티
01324314,00000 ,그레이트지엠제오차
01324989,00000 ,엠에스안산제일차
01201086,00000 ,키스아이비플러스제팔차
01201101,00000 ,키스아이비제십오차
01206568,00000 ,키스아이비플러스제오차
01238327,00000 ,키스아이비플러스제구차
01279467,00000 ,키스아이비플러스제십육차
01322264,00000 ,굿챈스제육차
01325854,00000 ,에프케이엔1809유동화전문유한회사
01325863,00000 ,에프더블유1809유동화전문유한회사
01278963,00000 ,신길타워제일차
01278981,00000 ,신길타워제삼차
01182693,00000 ,엘레강스건설
01318702,00000 ,H2O글로벌전략이카브
01318720,00000 ,실크로드인베스트먼트아시아
01318757,00000 ,멀티유닛룩셈부르크
01326507,00000 ,파워풀지디제이차
01326516,00000 ,파워풀지디제일차
01329692,00000 ,루플렉스
01250107,00000 ,뉴엔씨제육차
01193699,00000 ,제이원
00937607,00000 ,크린소울
00570590,00000 ,서진개발
00140937,00000 ,유진아이티디
00989628,00000 ,아이비케이에이스제삼차
01318517,00000 ,상하이글로벌소프트
01114540,00000 ,더밴세곡제일차
01318553,00000 ,씨트러스제팔차
01254176,00000 ,지피메트로제삼차
01046595,00000 ,메리츠오토제이차유동화전문유한회사
01032945,00000 ,케이비오토제일차유동화전문유한회사
01037384,00000 ,제이알제13호위탁관리부동산투자회사
01216167,00000 ,펀듀
01216228,00000 ,펀듀대부
01070501,00000 ,네브레이코리아
00530529,00000 ,서동
01040388,00000 ,오릭스프라이빗에쿼티코리아
01331855,00000 ,한샘파이낸셜대부
01329896,00000 ,리움
00363635,00000 ,부용
01184798,00000 ,엠앤피동탄
01332456,00000 ,대웅이엔지
01224157,00000 ,안강디벨롭먼트
01312887,00000 ,ShanghaiWobiInvestment&AdvisoryCorporation
00962597,00000 ,미트웰
00377461,00000 ,한가람투자자문
01313673,00000 ,동주상사
01235393,00000 ,글로벌어스제이차
01314201,00000 ,실바톤어쿠스틱스
01300989,00000 ,키스아이비제십육차
01115099,00000 ,어센트코프
01326163,00000 ,에프아이1809유동화전문유한회사
01326172,00000 ,에프비1809유동화전문유한회사
00994985,00000 ,에이치에스블루제일차
01006038,00000 ,지니포레버제일차
01265482,00000 ,에스에이치에이제일차유동화
01329771,00000 ,한우직물
01327287,00000 ,세이팜
00756215,00000 ,세연아이엠
01133387,00000 ,한국토니지4호선박투자회사
01321645,00000 ,에이블지린
01321672,00000 ,하나엠아이케이
01274790,00000 ,이케이에프제삼차
01274772,00000 ,프릴링제사차
01242889,00000 ,디비샤크스제육차
01171484,00000 ,엠디엠에이제일차
01267930,00000 ,엠서초
01317633,00000 ,"ScionAssetManagement,LLC"
00635842,00000 ,진성회계법인
01317606,00000 ,써키트원
01330537,00000 ,태원종합건설
01326181,00000 ,골든그레이스제오차
01326190,00000 ,골든그레이스제십차
01329717,00000 ,정
01098048,00000 ,휴인베스트먼트
01332687,00000 ,글로지스
01332517,00000 ,포렌코즈
01265224,00000 ,작스모터스
01093548,00000 ,알리스타제일차
00923482,00000 ,레어메탈코리아
01318058,00000 ,제이비우리캐피탈오토제십팔차유동화전문유한회사
00756206,00000 ,세연문화재단
01318094,00000 ,에이아이디파트너스지피홀딩스리미티드
01317244,00000 ,선호주택
01243295,00000 ,영진산업개발
01327755,00000 ,에스엠하이테크
00829715,00000 ,메가시티
01323810,00000 ,그레이트디비에스피제이차
01323786,00000 ,에스에프로키제이차
01323801,00000 ,케이씨제일차
01323795,00000 ,키스아이비플러스제십구차
01323829,00000 ,파인디비에스
00997724,00000 ,아이비케이엔에이치스몰자이언트사모투자전문회사
01243480,00000 ,실버브릿지제삼차
01101704,00000 ,프레스트지아이비제이차
01328055,00000 ,코리아페이퍼
01314070,00000 ,기전사
00945059,00000 ,엘지퓨얼셀시스템즈코리아
01319589,00000 ,유플러스엘티이제사십차유동화전문유한회사
01029288,00000 ,에스드림제십차
00377522,00000 ,공신테크노소닉
00817738,00000 ,인천도시공사
01323999,00000 ,태승섬유
00560858,00000 ,고운조경
00956736,00000 ,와팝
01331925,00000 ,코리아앤파트너스
01183124,00000 ,뉴리얼투제이차
01330467,00000 ,산양건설
01258190,00000 ,대한물류센타
01312258,00000 ,뉴스타위례제일차
00682628,00000 ,동원중공업
01324439,00000 ,디브이송산이차
01324536,00000 ,광명개발
01267231,00000 ,태성아이씨티
01264128,00000 ,하나분당제일차
01325261,00000 ,이엔에프개발
00887010,00000 ,엔에이치파워제이차
00887029,00000 ,엔에이치파워제삼차
01247866,00000 ,문도제일차
01187351,00000 ,케이한숲제일차
01247811,00000 ,로딩
01318340,00000 ,산업기반신보제이십사차유동화전문유한회사
01318784,00000 ,석권
01327445,00000 ,스노우베어
01264614,00000 ,한울코퍼레이션
01264623,00000 ,델라노체
01170175,00000 ,유토피아제십오차
01317891,00000 ,이천아침도시
01320840,00000 ,패스트인베스트먼트
01317819,00000 ,이스트스트림
01320886,00000 ,제이앤더블유비아이지
01125430,00000 ,해피엘씨티
01277955,00000 ,디와이익스프레스
01121434,00000 ,디더블유에스뉴스프링
01323050,00000 ,여의도드림제일차
01323069,00000 ,프로나젠제일차
01323041,00000 ,수진제오차
01323078,00000 ,써니솔루션제칠차
01324244,00000 ,에스에스제이인베스트먼트
01164837,00000 ,드림플러스프로덕션
01167922,00000 ,에이치앤디코리아
01245433,00000 ,NURITechnologiesInc.
01322060,00000 ,일홍염직
01088935,00000 ,글로벌리더스제팔차
01332128,00000 ,삼인
01332508,00000 ,나우엔텍
01130779,00000 ,양주옥정2차주택개발전문위탁관리부동산투자회사
00805566,00000 ,푸른동원
01313044,00000 ,대원이노스트
01313053,00000 ,라이트하우스컴바인인베스트
01318119,00000 ,코랍글로벌
01318410,00000 ,효창산업
00840417,00000 ,JPMorganAssetManagement(UK)Limited
01326844,00000 ,피케이알이
01324651,00000 ,모바일핀테크제이차유동화전문유한회사
01324758,00000 ,INTERSEAAS
01321690,00000 ,한국리테일홈플러스제1호위탁관리부동산투자회사
00970860,00000 ,백옥생
01326385,00000 ,뉴스타파크
01187379,00000 ,써니모아제육차
01272604,00000 ,컴폴트패스
01117486,00000 ,디더블유에스문정시티
01329869,00000 ,큐브텍
01328143,00000 ,올웨이즈
01315307,00000 ,코인네스트
01315510,00000 ,티월드제이십오차유동화전문유한회사
01314964,00000 ,로뎀철강
01321052,00000 ,크릭홀딩스
01321104,00000 ,UTIIndianFixedIncomeFundPLC
01257739,00000 ,케이제이제이차
01257720,00000 ,케이제이제일차
01321894,00000 ,제이케이투
01177284,00000 ,에이블디씨엠시리즈1
01331590,00000 ,색동이제이십이차유동화전문유한회사
01280409,00000 ,도원제칠차
01328259,00000 ,산양개발
01331688,00000 ,아이티다임
01328569,00000 ,반석테크
00670261,00000 ,호반
01191761,00000 ,레드스탁
01179705,00000 ,엔에이치엠에이제일차
01134924,00000 ,엠에스카스퀘어제이차
01185098,00000 ,청주비하제일차
01261811,00000 ,아이비케이에이치에스티피
01261820,00000 ,하나에이치에스티피
01328693,00000 ,그린스틸
01332863,00000 ,더에코
01331013,00000 ,원푸드
01272677,00000 ,뉴하이안산테라스제일차
01226067,00000 ,대승디엔씨
01312878,00000 ,조흥
00501572,00000 ,재정회계법인
01313080,00000 ,이문건설
01313099,00000 ,서경이엔지
01313105,00000 ,동서기술단
01313114,00000 ,나단
01325289,00000 ,"CJCGVVIETNAMHOLDINGSCO.,LTD"
01328286,00000 ,DimensionalFundAdvisorsLP
01326473,00000 ,더블에스엔제일차
01326561,00000 ,더블에스엔제이차
01325146,00000 ,아토메탈테크코리아
01234491,00000 ,NuriFlexHoldingsINC
01184202,00000 ,엔퍼스트리얼티제삼차
01104118,00000 ,에이블디씨엠그린
01104109,00000 ,아이비한강제이차
01259807,00000 ,하이지제원제이차
